campaign_id,start_date,end_date,duration_days,channel,segment,objective,product,region,ab_group,budget,impressions,clicks,ctr,conversions,cvr,revenue,roi,cpc,cpa,success
CAMP04617,2023-06-22,2023-07-08,16,Influencer,Premium,Lead Generation,Electronics,West,A,356818,165038,24002,14.54,651,2.71,1039387,191.29,14.87,548.11,True
CAMP04618,2023-04-24,2023-05-11,17,PPC,New Customers,Lead Generation,Beauty,South,B,431619,125673,57024,45.38,4805,8.43,22212095,5046.23,7.57,89.83,True
CAMP04619,2023-02-05,2023-03-28,51,Social Media,Premium,Retention,Food & Beverage,West,A,314058,210727,39699,18.84,1329,3.35,4908540,1462.94,7.91,236.31,True
CAMP04620,2022-09-26,2022-11-11,46,SEO,Returning,Conversion,Electronics,West,B,178014,415732,133970,32.23,8480,6.33,30150868,16837.36,1.33,20.99,True
CAMP04621,2024-12-13,2025-01-25,43,SMS,Dormant,Conversion,Beauty,East,B,273072,769403,236998,30.8,9246,3.9,10967194,3916.23,1.15,29.53,True
CAMP04622,2024-11-02,2024-11-18,16,Influencer,Dormant,Conversion,Home & Living,South,A,194999,77713,11319,14.57,307,2.72,1462590,650.05,17.23,635.18,True
CAMP04623,2024-03-06,2024-04-12,37,PPC,New Customers,Lead Generation,Electronics,West,B,53374,17551,7146,40.72,540,7.56,2508585,4600.01,7.47,98.84,True
CAMP04624,2022-03-15,2022-04-03,19,Social Media,Premium,Conversion,Fashion,East,A,137639,122012,23458,19.23,801,3.42,439508,219.32,5.87,171.83,True
CAMP04625,2022-03-29,2022-05-18,50,Email,Returning,Conversion,Food & Beverage,Central,A,82538,119707,29771,24.87,1514,5.09,5257733,6270.08,2.77,54.52,True
CAMP04626,2023-08-08,2023-09-21,44,Social Media,Premium,Conversion,Food & Beverage,South,B,329984,317432,63440,19.99,2254,3.55,2363426,616.22,5.2,146.4,True
CAMP04627,2023-12-29,2024-01-17,19,Email,Returning,Lead Generation,Electronics,South,A,379899,479425,110219,22.99,5183,4.7,10909180,2771.6,3.45,73.3,True
CAMP04628,2024-11-18,2024-12-09,21,SEO,Premium,Retention,Electronics,Central,A,387019,722233,201879,27.95,11084,5.49,44077041,11288.86,1.92,34.92,True
CAMP04629,2023-02-10,2023-03-08,26,Email,At-Risk,Retention,Home & Living,Central,A,235708,334793,75026,22.41,3439,4.58,10929362,4536.82,3.14,68.54,True
CAMP04630,2022-09-28,2022-10-26,28,SEO,At-Risk,Brand Awareness,Beauty,North,A,430361,722043,172090,23.83,8056,4.68,28933916,6623.17,2.5,53.42,True
CAMP04631,2024-02-05,2024-03-31,55,PPC,New Customers,Upsell,Electronics,Central,B,145277,45638,16256,35.62,1075,6.62,3139042,2060.73,8.94,135.14,True
CAMP04632,2023-06-30,2023-07-22,22,PPC,New Customers,Lead Generation,Electronics,North,A,282430,75660,25914,34.25,1648,6.36,5417261,1818.09,10.9,171.38,True
CAMP04633,2024-11-04,2024-11-23,19,Email,New Customers,Upsell,Fashion,North,A,321088,347326,74003,21.31,3225,4.36,11629560,3521.92,4.34,99.56,True
CAMP04634,2022-05-30,2022-06-08,9,Email,Returning,Conversion,Fashion,West,A,16023,18971,3632,19.15,142,3.92,273720,1608.29,4.41,112.84,True
CAMP04635,2023-11-23,2023-12-21,28,PPC,Premium,Brand Awareness,Fashion,East,B,284351,96913,36343,37.5,2531,6.96,9043316,3080.34,7.82,112.35,True
CAMP04636,2022-09-10,2022-10-13,33,Email,Returning,Brand Awareness,Electronics,West,A,449779,575268,144801,25.17,7455,5.15,8766764,1849.13,3.11,60.33,True
CAMP04637,2023-09-28,2023-11-08,41,Email,New Customers,Lead Generation,Food & Beverage,South,B,399231,436613,110994,25.42,5771,5.2,21393749,5258.74,3.6,69.18,True
CAMP04638,2022-09-17,2022-10-31,44,Social Media,At-Risk,Retention,Electronics,North,A,197760,168884,34481,20.42,1251,3.63,4294337,2071.49,5.74,158.08,True
CAMP04639,2024-07-24,2024-09-11,49,SEO,New Customers,Conversion,Beauty,East,A,42340,80645,20198,25.05,993,4.92,4273024,9992.17,2.1,42.64,True
CAMP04640,2023-10-23,2023-11-21,29,Content Marketing,Premium,Brand Awareness,Home & Living,South,A,182935,365767,41066,11.23,845,2.06,604154,230.26,4.45,216.49,True
CAMP04641,2023-02-15,2023-03-07,20,SEO,Returning,Conversion,Electronics,Central,B,428201,1018346,352808,34.65,24009,6.81,94856255,22052.27,1.21,17.84,True
CAMP04642,2024-02-14,2024-04-02,48,PPC,New Customers,Conversion,Fashion,South,A,154724,48302,15728,32.56,951,6.05,2454243,1486.21,9.84,162.7,True
CAMP04643,2022-03-15,2022-04-28,44,PPC,Premium,Lead Generation,Sports,South,A,407677,114515,45124,39.41,3302,7.32,12685980,3011.77,9.03,123.46,True
CAMP04644,2024-07-03,2024-07-10,7,Social Media,New Customers,Conversion,Home & Living,North,B,218812,190645,41447,21.74,1601,3.86,3211006,1367.47,5.28,136.67,True
CAMP04645,2022-12-22,2023-02-18,58,SEO,Premium,Conversion,Fashion,West,B,127879,280769,81632,29.07,4662,5.71,16197414,12566.2,1.57,27.43,True
CAMP04646,2024-02-16,2024-03-18,31,Content Marketing,New Customers,Upsell,Fashion,South,B,61612,121442,18160,14.95,497,2.74,523034,748.92,3.39,123.97,True
CAMP04647,2024-07-27,2024-09-12,47,Social Media,Premium,Upsell,Fashion,North,B,121127,116228,23150,19.92,819,3.54,2000804,1551.82,5.23,147.9,True
CAMP04648,2024-08-30,2024-10-09,40,SMS,Premium,Lead Generation,Fashion,West,A,215125,461106,129371,28.06,4597,3.55,12474347,5698.65,1.66,46.8,True
CAMP04649,2023-09-24,2023-11-07,44,Influencer,Premium,Brand Awareness,Sports,Central,B,121580,47699,8544,17.91,285,3.34,1050708,764.21,14.23,426.6,True
CAMP04650,2024-09-07,2024-10-26,49,Influencer,Returning,Conversion,Food & Beverage,East,A,92987,43851,5993,13.67,152,2.55,754024,710.89,15.52,611.76,True
CAMP04651,2024-08-06,2024-09-11,36,SEO,Premium,Lead Generation,Electronics,East,A,53629,96306,24825,25.78,1257,5.06,2402955,4380.7,2.16,42.66,True
CAMP04652,2024-08-20,2024-09-12,23,PPC,Returning,Upsell,Home & Living,North,B,42798,11818,5192,43.94,423,8.16,1845383,4211.84,8.24,101.18,True
CAMP04653,2024-11-05,2024-12-31,56,Influencer,Returning,Conversion,Sports,North,B,426496,144099,23586,16.37,720,3.06,2114958,395.89,18.08,592.36,True
CAMP04654,2024-09-22,2024-11-19,58,SEO,Premium,Lead Generation,Food & Beverage,East,B,315008,750366,236769,31.55,14675,6.2,42010472,13236.32,1.33,21.47,True
CAMP04655,2023-03-12,2023-04-20,39,Email,Dormant,Conversion,Sports,West,B,168924,249285,56527,22.68,2621,4.64,7743351,4483.93,2.99,64.45,True
CAMP04656,2024-11-07,2024-11-25,18,Email,At-Risk,Conversion,Food & Beverage,East,B,315169,328262,88367,26.92,4865,5.51,6745519,2040.29,3.57,64.78,True
CAMP04657,2024-06-11,2024-07-31,50,Content Marketing,Dormant,Conversion,Beauty,East,B,155556,241009,36797,15.27,1029,2.8,4127917,2553.65,4.23,151.17,True
CAMP04658,2024-02-11,2024-03-05,23,SEO,At-Risk,Conversion,Electronics,East,A,383204,767878,235452,30.66,14181,6.02,47657240,12336.52,1.63,27.02,True
CAMP04659,2023-03-29,2023-04-12,14,SEO,At-Risk,Retention,Fashion,Central,B,275796,461564,157336,34.09,10534,6.7,45356554,16345.69,1.75,26.18,True
CAMP04660,2024-11-05,2024-12-16,41,Social Media,New Customers,Retention,Home & Living,South,A,454191,338050,68040,20.13,2434,3.58,11684907,2472.69,6.68,186.6,True
CAMP04661,2022-03-14,2022-04-05,22,PPC,Returning,Retention,Beauty,West,B,72198,24383,10729,44.01,876,8.17,3291773,4459.37,6.73,82.42,True
CAMP04662,2022-03-15,2022-04-18,34,Content Marketing,Dormant,Lead Generation,Food & Beverage,North,A,470769,726673,89264,12.28,2010,2.25,1180294,150.72,5.27,234.21,True
CAMP04663,2024-03-03,2024-04-10,38,Social Media,Premium,Lead Generation,Electronics,West,A,239705,214619,44150,20.57,1614,3.66,6434313,2584.26,5.43,148.52,True
CAMP04664,2024-09-11,2024-11-08,58,Email,Dormant,Retention,Electronics,North,A,71633,101821,20866,20.49,874,4.19,4024678,5518.47,3.43,81.96,True
CAMP04665,2024-07-22,2024-08-15,24,Content Marketing,New Customers,Retention,Beauty,South,B,221124,313591,46510,14.83,1264,2.72,5449093,2364.27,4.75,174.94,True
CAMP04666,2022-02-21,2022-04-16,54,Influencer,Returning,Conversion,Electronics,Central,A,52286,18247,2561,14.04,67,2.62,173190,231.24,20.42,780.39,True
CAMP04667,2022-04-11,2022-04-22,11,Content Marketing,Returning,Conversion,Sports,Central,A,243975,459849,59049,12.84,1390,2.35,6357721,2505.89,4.13,175.52,True
CAMP04668,2024-05-13,2024-06-14,32,Email,Dormant,Lead Generation,Electronics,East,B,451272,659160,172122,26.11,9193,5.34,26739604,5825.39,2.62,49.09,True
CAMP04669,2024-09-16,2024-10-03,17,SMS,Returning,Upsell,Food & Beverage,East,A,419705,1092772,294064,26.91,10023,3.41,9864082,2250.24,1.43,41.87,True
CAMP04670,2024-06-12,2024-07-10,28,SMS,Returning,Conversion,Food & Beverage,Central,A,181326,476051,122384,25.71,3985,3.26,16774484,9151.01,1.48,45.5,True
CAMP04671,2022-06-22,2022-08-04,43,SMS,Dormant,Lead Generation,Electronics,Central,A,376069,758863,220403,29.04,8108,3.68,24358346,6377.09,1.71,46.38,True
CAMP04672,2023-01-26,2023-02-13,18,Email,New Customers,Conversion,Electronics,South,B,482821,513413,116804,22.75,5435,4.65,24733233,5022.65,4.13,88.84,True
CAMP04673,2022-07-14,2022-07-24,10,PPC,Dormant,Conversion,Food & Beverage,East,A,175337,52348,17450,33.34,1080,6.19,2794885,1494.01,10.05,162.35,True
CAMP04674,2024-08-18,2024-09-23,36,Influencer,Returning,Retention,Fashion,Central,A,212509,79831,12972,16.25,393,3.03,1503419,607.46,16.38,540.74,True
CAMP04675,2023-03-23,2023-05-09,47,SEO,Returning,Retention,Fashion,Central,B,250691,463958,167780,36.16,11918,7.1,8456519,3273.28,1.49,21.03,True
CAMP04676,2024-02-24,2024-03-11,16,Social Media,Premium,Retention,Fashion,Central,A,165429,149476,24324,16.27,703,2.89,2804476,1595.27,6.8,235.32,True
CAMP04677,2022-11-05,2022-11-16,11,SEO,Dormant,Brand Awareness,Home & Living,East,A,338344,756660,208551,27.56,11290,5.41,33408514,9774.13,1.62,29.97,True
CAMP04678,2022-07-28,2022-08-31,34,Email,Dormant,Lead Generation,Electronics,South,B,172540,199517,42991,21.55,1894,4.41,5104368,2858.37,4.01,91.1,True
CAMP04679,2023-08-29,2023-10-11,43,Content Marketing,At-Risk,Conversion,Sports,North,A,291521,546892,57739,10.56,1117,1.94,2243317,669.52,5.05,260.99,True
CAMP04680,2024-08-24,2024-09-05,12,Email,Returning,Retention,Electronics,East,B,60939,73129,18109,24.76,917,5.07,4041168,6531.5,3.37,66.45,True
CAMP04681,2024-01-03,2024-02-11,39,Social Media,Premium,Retention,Home & Living,Central,A,387765,275175,53253,19.35,1832,3.44,6906318,1681.06,7.28,211.66,True
CAMP04682,2024-11-10,2024-11-26,16,Email,Premium,Conversion,Electronics,South,A,34907,47279,11383,24.08,560,4.92,2267647,6396.25,3.07,62.33,True
CAMP04683,2022-01-10,2022-03-08,57,PPC,Dormant,Brand Awareness,Electronics,South,A,88723,27627,9422,34.11,596,6.33,2187360,2365.38,9.42,148.86,True
CAMP04684,2023-08-07,2023-09-30,54,Social Media,New Customers,Brand Awareness,Fashion,South,A,35839,34551,5544,16.05,158,2.85,326901,812.14,6.46,226.83,True
CAMP04685,2023-10-16,2023-11-11,26,Social Media,At-Risk,Conversion,Home & Living,West,B,163918,123600,26528,21.46,1012,3.82,4209305,2467.93,6.18,161.97,True
CAMP04686,2023-12-01,2024-01-23,53,Email,New Customers,Lead Generation,Home & Living,West,A,490919,522223,114331,21.89,5119,4.48,7195286,1365.68,4.29,95.9,True
CAMP04687,2023-05-29,2023-06-21,23,SEO,Returning,Conversion,Beauty,East,B,362232,699996,221528,31.65,13771,6.22,11815585,3161.88,1.64,26.3,True
CAMP04688,2024-04-28,2024-05-08,10,PPC,At-Risk,Upsell,Home & Living,North,A,435425,127786,44692,34.97,2902,6.5,11738163,2595.79,9.74,150.04,True
CAMP04689,2024-07-30,2024-08-25,26,Email,At-Risk,Conversion,Home & Living,Central,A,447868,647324,159193,24.59,8007,5.03,19025661,4148.05,2.81,55.93,True
CAMP04690,2024-09-03,2024-10-03,30,SEO,New Customers,Retention,Electronics,Central,A,476730,901390,225970,25.07,11127,4.92,51149115,10629.16,2.11,42.84,True
CAMP04691,2024-06-08,2024-07-07,29,PPC,At-Risk,Conversion,Fashion,Central,B,187151,47495,16697,35.16,1090,6.53,4650146,2384.7,11.21,171.7,True
CAMP04692,2023-10-30,2023-11-21,22,Content Marketing,Returning,Conversion,Electronics,South,B,125268,220917,29093,13.17,702,2.41,3092074,2368.37,4.31,178.44,True
CAMP04693,2022-05-11,2022-07-06,56,Email,Returning,Lead Generation,Fashion,Central,B,71672,77227,16837,21.8,750,4.46,1943389,2611.5,4.26,95.56,True
CAMP04694,2023-03-26,2023-04-20,25,Email,Returning,Lead Generation,Beauty,South,B,63714,79039,21315,26.97,1175,5.52,3490669,5378.65,2.99,54.22,True
CAMP04695,2023-03-23,2023-05-09,47,SEO,New Customers,Brand Awareness,Beauty,East,A,232318,478252,125137,26.17,6431,5.14,11125814,4689.05,1.86,36.12,True
CAMP04696,2024-07-19,2024-09-04,47,PPC,Returning,Brand Awareness,Beauty,East,A,32461,10905,3581,32.84,218,6.1,1006134,2999.52,9.06,148.9,True
CAMP04697,2022-10-01,2022-11-29,59,Influencer,Returning,Brand Awareness,Sports,South,B,321331,114479,17339,15.15,490,2.83,834761,159.78,18.53,655.78,True
CAMP04698,2024-10-23,2024-12-07,45,Email,New Customers,Brand Awareness,Fashion,Central,A,111484,129310,28992,22.42,1329,4.59,4798291,4204.02,3.85,83.89,True
CAMP04699,2023-08-04,2023-08-20,16,Social Media,Returning,Brand Awareness,Beauty,West,B,427478,420999,76590,18.19,2477,3.23,11886583,2680.63,5.58,172.58,True
CAMP04700,2024-03-12,2024-05-06,55,PPC,Premium,Lead Generation,Beauty,West,B,185626,61673,27247,44.18,2235,8.21,6399846,3347.71,6.81,83.05,True
CAMP04701,2022-07-27,2022-08-10,14,Social Media,Premium,Lead Generation,Home & Living,South,A,305247,216400,41797,19.31,1435,3.43,2951951,867.07,7.3,212.72,True
CAMP04702,2024-03-12,2024-03-27,15,SEO,Dormant,Retention,Beauty,West,A,388547,891735,235564,26.42,12223,5.19,41550479,10593.81,1.65,31.79,True
CAMP04703,2024-03-19,2024-05-06,48,Social Media,Returning,Conversion,Sports,North,B,374285,312892,63039,20.15,2257,3.58,8600234,2197.78,5.94,165.83,True
CAMP04704,2023-10-23,2023-12-14,52,SEO,Premium,Conversion,Food & Beverage,North,B,205734,439802,136936,31.14,8374,6.12,17816488,8559.96,1.5,24.57,True
CAMP04705,2022-03-05,2022-04-25,51,Influencer,At-Risk,Upsell,Home & Living,East,A,433750,202203,30807,15.24,876,2.84,1065712,145.7,14.08,495.15,True
CAMP04706,2023-02-21,2023-03-02,9,Influencer,Returning,Conversion,Electronics,Central,B,460032,210745,35197,16.7,1097,3.12,2083317,352.86,13.07,419.35,True
CAMP04707,2022-01-10,2022-02-26,47,Influencer,New Customers,Conversion,Beauty,North,B,44813,20540,3660,17.82,121,3.33,595634,1229.15,12.24,370.36,True
CAMP04708,2023-06-02,2023-06-23,21,Influencer,At-Risk,Conversion,Food & Beverage,North,B,270673,92254,17686,19.17,632,3.58,1902903,603.03,15.3,428.28,True
CAMP04709,2024-12-14,2025-02-01,49,Social Media,New Customers,Conversion,Fashion,Central,A,55585,46643,7147,15.32,194,2.72,333102,499.27,7.78,286.52,True
CAMP04710,2023-10-05,2023-11-01,27,Influencer,New Customers,Brand Awareness,Fashion,East,B,152843,62160,9753,15.69,285,2.93,1174288,668.3,15.67,536.29,True
CAMP04711,2022-06-14,2022-07-07,23,SEO,New Customers,Brand Awareness,Food & Beverage,West,B,117267,273521,79565,29.09,4546,5.71,14110073,11932.43,1.47,25.8,True
CAMP04712,2022-11-01,2022-11-29,28,Email,Returning,Lead Generation,Fashion,North,B,145839,157544,39702,25.2,2046,5.15,4683707,3111.56,3.67,71.28,True
CAMP04713,2022-05-05,2022-06-06,32,SEO,Returning,Brand Awareness,Sports,East,A,316947,663977,203787,30.69,12285,6.03,48291727,15136.53,1.56,25.8,True
CAMP04714,2023-01-31,2023-03-14,42,Content Marketing,New Customers,Lead Generation,Electronics,East,B,354775,599511,91874,15.32,2581,2.81,12128958,3318.77,3.86,137.46,True
CAMP04715,2023-01-01,2023-01-30,29,SEO,Dormant,Conversion,Beauty,South,A,480484,1004247,314484,31.32,19344,6.15,35077684,7200.49,1.53,24.84,True
CAMP04716,2024-05-25,2024-07-11,47,Social Media,Returning,Brand Awareness,Electronics,Central,A,204369,185384,29917,16.14,858,2.87,2981567,1358.91,6.83,238.19,True
CAMP04717,2022-08-22,2022-10-11,50,Social Media,Premium,Retention,Fashion,West,B,235632,190708,38414,20.14,1375,3.58,2611342,1008.23,6.13,171.37,True
CAMP04718,2022-01-12,2022-02-22,41,Social Media,Premium,Conversion,Electronics,South,A,31549,26366,5245,19.9,185,3.54,96202,204.93,6.02,170.54,True
CAMP04719,2022-06-16,2022-07-17,31,Social Media,Dormant,Brand Awareness,Home & Living,East,B,256267,233641,43680,18.7,1451,3.32,5239472,1944.54,5.87,176.61,True
CAMP04720,2023-08-25,2023-10-14,50,PPC,Returning,Conversion,Electronics,West,A,204775,64145,23502,36.64,1599,6.8,5400749,2537.41,8.71,128.06,True
CAMP04721,2023-07-16,2023-08-19,34,Content Marketing,Dormant,Conversion,Home & Living,South,A,384693,702920,75241,10.7,1476,1.96,6221226,1517.19,5.11,260.63,True
CAMP04722,2022-02-07,2022-03-11,32,Content Marketing,New Customers,Lead Generation,Home & Living,East,A,273302,387115,44622,11.53,942,2.11,841626,207.95,6.12,290.13,True
CAMP04723,2022-06-08,2022-06-20,12,SMS,Premium,Conversion,Fashion,North,A,140787,413496,131128,31.71,5267,4.02,24663572,17418.36,1.07,26.73,True
CAMP04724,2024-02-02,2024-02-21,19,PPC,Dormant,Retention,Electronics,Central,B,61763,16571,6285,37.93,442,7.04,935495,1414.65,9.83,139.74,True
CAMP04725,2023-06-22,2023-08-18,57,Social Media,At-Risk,Brand Awareness,Electronics,South,B,291949,274522,53237,19.39,1835,3.45,7835199,2583.76,5.48,159.1,True
CAMP04726,2022-04-24,2022-06-02,39,SEO,Dormant,Retention,Sports,Central,A,355966,829523,265265,31.98,16662,6.28,28610296,7937.37,1.34,21.36,True
CAMP04727,2024-06-06,2024-07-24,48,Email,Returning,Lead Generation,Electronics,West,B,188602,275022,71115,25.86,3761,5.29,1986024,953.02,2.65,50.15,True
CAMP04728,2024-03-08,2024-04-02,25,Email,Premium,Brand Awareness,Fashion,West,A,352742,427761,85528,19.99,3497,4.09,4899127,1288.87,4.12,100.87,True
CAMP04729,2023-04-21,2023-04-28,7,PPC,Returning,Conversion,Home & Living,West,B,355576,87841,31031,35.33,2035,6.56,5954158,1574.51,11.46,174.73,True
CAMP04730,2023-10-11,2023-10-26,15,PPC,Premium,Upsell,Electronics,South,B,464446,130724,59996,45.9,5113,8.52,15269001,3187.57,7.74,90.84,True
CAMP04731,2023-02-22,2023-03-08,14,Content Marketing,Premium,Conversion,Fashion,West,A,19694,33580,3774,11.24,77,2.06,378897,1823.92,5.22,255.77,True
CAMP04732,2023-01-14,2023-03-10,55,SEO,Returning,Lead Generation,Electronics,North,A,489637,1067784,279276,26.15,14347,5.14,66407072,13462.51,1.75,34.13,True
CAMP04733,2023-12-14,2024-01-13,30,Content Marketing,At-Risk,Conversion,Home & Living,North,A,382465,584410,72751,12.45,1660,2.28,5266437,1276.97,5.26,230.4,True
CAMP04734,2024-03-12,2024-05-08,57,Influencer,New Customers,Conversion,Electronics,North,A,413688,134652,19473,14.46,525,2.7,1616900,290.85,21.24,787.98,True
CAMP04735,2023-03-08,2023-04-08,31,PPC,At-Risk,Upsell,Fashion,South,A,69250,20556,6267,30.49,354,5.66,1243356,1695.46,11.05,195.62,True
CAMP04736,2024-07-04,2024-07-28,24,Social Media,Returning,Lead Generation,Home & Living,West,B,62158,46275,9901,21.4,376,3.8,1829867,2843.9,6.28,165.31,True
CAMP04737,2024-12-03,2024-12-21,18,PPC,Returning,Retention,Beauty,North,B,356087,88516,39458,44.58,3266,8.28,4908893,1278.57,9.02,109.03,True
CAMP04738,2023-09-26,2023-10-04,8,Social Media,New Customers,Lead Generation,Electronics,North,A,403771,371395,57260,15.42,1569,2.74,5192434,1185.98,7.05,257.34,True
CAMP04739,2023-09-25,2023-11-03,39,Email,Premium,Conversion,Sports,North,B,455231,558991,123524,22.1,5583,4.52,15302223,3261.42,3.69,81.54,True
CAMP04740,2022-03-14,2022-05-11,58,PPC,At-Risk,Conversion,Home & Living,East,B,205317,48744,21557,44.23,1770,8.21,4573823,2127.69,9.52,116.0,True
CAMP04741,2024-07-18,2024-08-25,38,PPC,Returning,Upsell,Beauty,North,B,300014,83671,30904,36.94,2119,6.86,1991043,563.65,9.71,141.58,True
CAMP04742,2022-12-19,2022-12-31,12,Social Media,Premium,Conversion,Electronics,North,A,32876,23325,4287,18.38,140,3.27,688084,1992.97,7.67,234.83,True
CAMP04743,2023-09-27,2023-11-12,46,Social Media,Premium,Retention,Home & Living,East,A,347051,275658,46806,16.98,1412,3.02,4691884,1251.93,7.41,245.79,True
CAMP04744,2024-03-28,2024-05-14,47,Social Media,Returning,Conversion,Beauty,Central,B,213352,199943,46286,23.15,1904,4.12,6477542,2936.08,4.61,112.05,True
CAMP04745,2022-04-29,2022-06-06,38,Social Media,Premium,Brand Awareness,Electronics,North,A,476878,429533,78883,18.37,2575,3.26,8601532,1703.72,6.05,185.2,True
CAMP04746,2024-11-24,2025-01-04,41,Influencer,Premium,Brand Awareness,Beauty,Central,B,491832,220989,43747,19.8,1616,3.7,3569454,625.75,11.24,304.35,True
CAMP04747,2022-03-16,2022-04-10,25,Email,New Customers,Upsell,Sports,South,B,40609,49805,13102,26.31,705,5.38,1090702,2585.86,3.1,57.6,True
CAMP04748,2022-09-24,2022-10-15,21,Email,At-Risk,Conversion,Electronics,North,B,66916,71089,15531,21.85,694,4.47,1077794,1510.67,4.31,96.42,True
CAMP04749,2024-09-06,2024-10-06,30,Email,At-Risk,Brand Awareness,Home & Living,East,B,314252,463705,123357,26.6,6712,5.44,30572593,9628.69,2.55,46.82,True
CAMP04750,2022-05-21,2022-06-26,36,SEO,New Customers,Brand Awareness,Home & Living,West,B,453382,785695,244362,31.1,14928,6.11,67976429,14893.19,1.86,30.37,True
CAMP04751,2023-06-15,2023-08-13,59,Email,Premium,Lead Generation,Fashion,North,B,44238,48255,10931,22.65,506,4.63,1595967,3507.68,4.05,87.43,True
CAMP04752,2022-12-30,2023-01-25,26,Email,New Customers,Conversion,Beauty,South,A,160371,230722,46956,20.35,1954,4.16,6156804,3739.1,3.42,82.07,True
CAMP04753,2023-08-11,2023-08-22,11,Social Media,Premium,Lead Generation,Electronics,West,B,156177,117820,23191,19.68,811,3.5,1545593,889.64,6.73,192.57,True
CAMP04754,2023-10-22,2023-11-12,21,Email,At-Risk,Lead Generation,Home & Living,Central,A,35769,52083,10671,20.49,447,4.19,338243,845.63,3.35,80.02,True
CAMP04755,2023-05-12,2023-07-08,57,Email,Premium,Brand Awareness,Food & Beverage,West,B,486740,655815,185077,28.22,10683,5.77,12420739,2451.82,2.63,45.56,True
CAMP04756,2023-07-28,2023-09-15,49,Email,At-Risk,Conversion,Food & Beverage,Central,A,448836,663459,161613,24.36,8052,4.98,19866791,4326.29,2.78,55.74,True
CAMP04757,2023-04-17,2023-06-02,46,Social Media,Returning,Conversion,Food & Beverage,South,A,400997,269519,52208,19.37,1797,3.44,7794015,1843.66,7.68,223.15,True
CAMP04758,2024-05-17,2024-07-02,46,PPC,Premium,Retention,Electronics,Central,B,207234,60206,26561,44.12,2176,8.19,7559865,3547.98,7.8,95.24,True
CAMP04759,2024-05-09,2024-07-06,58,PPC,Premium,Conversion,Sports,East,B,423273,134616,55494,41.22,4248,7.66,6944072,1540.57,7.63,99.64,True
CAMP04760,2023-07-11,2023-07-19,8,Influencer,New Customers,Conversion,Fashion,East,B,455453,186794,34997,18.74,1223,3.5,3972568,772.22,13.01,372.41,True
CAMP04761,2023-11-08,2023-12-04,26,PPC,New Customers,Lead Generation,Fashion,North,A,230340,61812,22530,36.45,1525,6.77,4935085,2042.52,10.22,151.04,True
CAMP04762,2024-10-27,2024-11-18,22,Social Media,Returning,Conversion,Home & Living,Central,B,51820,42472,8383,19.74,294,3.51,940957,1715.82,6.18,176.26,True
CAMP04763,2023-04-23,2023-05-02,9,Content Marketing,Premium,Conversion,Fashion,South,A,377353,590036,70066,11.88,1525,2.18,4813822,1175.68,5.39,247.44,True
CAMP04764,2022-12-14,2023-01-10,27,Email,Premium,Conversion,Food & Beverage,Central,A,393470,513487,120249,23.42,5760,4.79,9658124,2354.6,3.27,68.31,True
CAMP04765,2023-03-26,2023-04-17,22,Email,At-Risk,Lead Generation,Fashion,North,A,158212,163471,35749,21.87,1599,4.47,7290551,4508.09,4.43,98.94,True
CAMP04766,2023-01-24,2023-02-04,11,Social Media,At-Risk,Lead Generation,Electronics,South,A,261251,203542,31780,15.61,882,2.78,1102391,321.97,8.22,296.2,True
CAMP04767,2022-11-15,2022-11-27,12,Influencer,Dormant,Brand Awareness,Electronics,South,A,114606,44638,7458,16.71,232,3.12,138507,20.85,15.37,493.99,False
CAMP04768,2022-08-29,2022-10-07,39,PPC,Premium,Lead Generation,Fashion,South,A,87465,21984,6625,30.14,370,5.6,869838,894.5,13.2,236.39,True
CAMP04769,2022-09-09,2022-11-06,58,SEO,Returning,Conversion,Home & Living,North,B,96693,183411,66388,36.2,4720,7.11,18050367,18567.71,1.46,20.49,True
CAMP04770,2022-02-04,2022-03-30,54,SEO,Returning,Conversion,Fashion,East,B,298457,479540,169782,35.41,11807,6.95,7251546,2329.68,1.76,25.28,True
CAMP04771,2023-12-16,2024-01-28,43,Email,At-Risk,Lead Generation,Food & Beverage,Central,A,338786,480751,121123,25.19,6241,5.15,5527111,1531.45,2.8,54.28,True
CAMP04772,2023-03-17,2023-04-25,39,SEO,Dormant,Lead Generation,Beauty,North,B,134566,258769,86315,33.36,5655,6.55,8076489,5901.88,1.56,23.8,True
CAMP04773,2022-09-22,2022-10-14,22,SMS,New Customers,Conversion,Beauty,West,A,444479,908310,299941,33.02,12545,4.18,12711526,2759.87,1.48,35.43,True
CAMP04774,2022-01-24,2022-03-01,36,SEO,New Customers,Retention,Home & Living,Central,A,366648,754085,183162,24.29,8738,4.77,5363819,1362.93,2.0,41.96,True
CAMP04775,2024-03-14,2024-03-30,16,PPC,Premium,Retention,Electronics,South,B,182585,44485,18697,42.03,1459,7.81,5776375,3063.66,9.77,125.14,True
CAMP04776,2022-07-31,2022-08-19,19,Email,Returning,Lead Generation,Fashion,West,B,201326,257111,57110,22.21,2594,4.54,8081935,3914.35,3.53,77.61,True
CAMP04777,2022-03-22,2022-05-15,54,Email,New Customers,Conversion,Fashion,Central,B,183673,247491,58553,23.66,2833,4.84,10897860,5833.29,3.14,64.83,True
CAMP04778,2024-09-05,2024-09-23,18,PPC,At-Risk,Upsell,Home & Living,South,B,432045,147447,59762,40.53,4498,7.53,14094569,3162.29,7.23,96.05,True
