date,category,region,sales,units_sold,discount,profit
2022-08-04,Furniture,North,5438,26,0.23,927.93
2022-08-04,Furniture,South,5361,22,0.19,852.46
2022-08-04,Furniture,East,5050,17,0.03,1117.43
2022-08-04,Furniture,West,6676,12,0.17,909.0
2022-08-04,Sports,North,7354,16,0.02,1638.55
2022-08-04,Sports,South,5550,11,0.05,828.3
2022-08-04,Sports,East,6204,12,0.09,751.37
2022-08-04,Sports,West,5483,11,0.17,834.02
2022-08-05,Electronics,North,14344,29,0.01,3423.0
2022-08-05,Electronics,South,12733,22,0.04,2600.9
2022-08-05,Electronics,East,10706,21,0.22,2814.72
2022-08-05,Electronics,West,14422,47,0.2,2634.45
2022-08-05,Clothing,North,8936,15,0.11,2440.83
2022-08-05,Clothing,South,8276,31,0.19,1009.69
2022-08-05,Clothing,East,7731,14,0.2,1501.63
2022-08-05,Clothing,West,8502,19,0.16,1036.95
2022-08-05,Grocery,North,16404,46,0.07,2465.52
2022-08-05,Grocery,South,14809,43,0.09,2923.96
2022-08-05,Grocery,East,15153,27,0.06,1888.98
2022-08-05,Grocery,West,16252,33,0.23,1739.45
2022-08-05,Furniture,North,6154,12,0.06,1462.87
2022-08-05,Furniture,South,6069,18,0.06,894.03
2022-08-05,Furniture,East,5306,12,0.02,570.94
2022-08-05,Furniture,West,5997,20,0.07,1085.24
2022-08-05,Sports,North,7235,14,0.09,1538.16
2022-08-05,Sports,South,6295,26,0.1,1709.17
2022-08-05,Sports,East,5489,10,0.17,1046.27
2022-08-05,Sports,West,6966,14,0.04,1463.54
2022-08-06,Electronics,North,18769,82,0.09,5393.52
2022-08-06,Electronics,South,16438,57,0.2,1649.08
2022-08-06,Electronics,East,14173,40,0.03,2051.1
2022-08-06,Electronics,West,17331,43,0.08,2467.63
2022-08-06,Clothing,North,13370,53,0.12,2071.6
2022-08-06,Clothing,South,10082,28,0.21,2882.91
2022-08-06,Clothing,East,10241,21,0.21,2865.52
2022-08-06,Clothing,West,10137,26,0.25,2981.96
2022-08-06,Grocery,North,27804,59,0.09,6461.89
2022-08-06,Grocery,South,21023,51,0.01,5687.68
2022-08-06,Grocery,East,17487,40,0.12,3676.85
2022-08-06,Grocery,West,23443,58,0.21,5548.99
2022-08-06,Furniture,North,8434,14,0.02,1498.03
2022-08-06,Furniture,South,6324,11,0.18,1814.9
2022-08-06,Furniture,East,6353,14,0.01,1320.32
2022-08-06,Furniture,West,7388,20,0.13,1832.66
2022-08-06,Sports,North,7765,17,0.02,784.83
2022-08-06,Sports,South,8581,23,0.19,2269.9
2022-08-06,Sports,East,7920,31,0.24,2252.07
2022-08-06,Sports,West,8604,19,0.01,1641.99
2022-08-07,Electronics,North,18464,66,0.12,2605.74
2022-08-07,Electronics,South,14736,54,0.06,1559.65
2022-08-07,Electronics,East,13432,28,0.16,1520.81
2022-08-07,Electronics,West,18507,56,0.14,5250.07
2022-08-07,Clothing,North,11997,23,0.2,3415.16
2022-08-07,Clothing,South,8602,21,0.05,2175.31
2022-08-07,Clothing,East,9549,21,0.17,2354.84
2022-08-07,Clothing,West,10425,37,0.25,1414.5
2022-08-07,Grocery,North,22771,40,0.14,4989.05
2022-08-07,Grocery,South,19138,46,0.01,4521.59
2022-08-07,Grocery,East,19044,69,0.08,3827.29
2022-08-07,Grocery,West,20951,53,0.1,3412.51
2022-08-07,Furniture,North,7598,20,0.14,1590.34
2022-08-07,Furniture,South,6576,15,0.18,1485.36
2022-08-07,Furniture,East,6271,21,0.15,1168.83
2022-08-07,Furniture,West,6121,28,0.18,948.35
2022-08-07,Sports,North,8757,14,0.12,921.95
2022-08-07,Sports,South,8365,36,0.02,930.55
2022-08-07,Sports,East,6772,27,0.11,1172.03
2022-08-07,Sports,West,7706,16,0.05,2179.23
2022-08-08,Electronics,North,16921,78,0.14,2937.82
2022-08-08,Electronics,South,13273,23,0.22,3020.0
2022-08-08,Electronics,East,12288,59,0.18,1664.02
2022-08-08,Electronics,West,14957,31,0.0,2425.75
2022-08-08,Clothing,North,7922,16,0.13,2312.7
2022-08-08,Clothing,South,8785,25,0.18,2347.07
2022-08-08,Clothing,East,8301,23,0.03,836.15
2022-08-08,Clothing,West,8478,17,0.05,934.6
2022-08-08,Grocery,North,14720,30,0.03,1862.53
2022-08-08,Grocery,South,16148,44,0.13,4276.62
2022-08-08,Grocery,East,15586,54,0.15,3601.11
2022-08-08,Grocery,West,17259,35,0.25,3341.46
2022-08-08,Furniture,North,6416,23,0.01,1210.81
2022-08-08,Furniture,South,5239,17,0.1,1557.12
2022-08-08,Furniture,East,5372,17,0.08,798.45
2022-08-08,Furniture,West,5234,12,0.06,1275.38
2022-08-08,Sports,North,6687,31,0.01,1381.28
2022-08-08,Sports,South,7397,13,0.15,1384.2
2022-08-08,Sports,East,5740,16,0.14,908.84
2022-08-08,Sports,West,6938,11,0.11,765.57
2022-08-09,Electronics,North,14405,34,0.25,3169.0
2022-08-09,Electronics,South,11608,24,0.05,1408.9
2022-08-09,Electronics,East,12610,28,0.11,2719.24
2022-08-09,Electronics,West,13916,35,0.04,3454.46
2022-08-09,Clothing,North,7704,18,0.06,1429.8
2022-08-09,Clothing,South,9176,20,0.06,2292.16
2022-08-09,Clothing,East,8480,15,0.12,1179.51
2022-08-09,Clothing,West,9119,18,0.1,1996.38
2022-08-09,Grocery,North,18213,52,0.08,5390.74
2022-08-09,Grocery,South,15133,40,0.17,3413.18
2022-08-09,Grocery,East,14903,45,0.2,3301.43
2022-08-09,Grocery,West,16406,50,0.09,4040.82
2022-08-09,Furniture,North,6871,26,0.2,1127.38
2022-08-09,Furniture,South,5651,12,0.03,928.37
2022-08-09,Furniture,East,4351,7,0.17,1192.42
2022-08-09,Furniture,West,6061,16,0.01,1304.5
2022-08-09,Sports,North,6763,14,0.18,713.57
2022-08-09,Sports,South,5452,10,0.12,1152.22
2022-08-09,Sports,East,5520,11,0.19,979.37
2022-08-09,Sports,West,5877,12,0.06,1565.66
2022-08-10,Electronics,North,15788,40,0.06,2934.14
2022-08-10,Electronics,South,13515,38,0.08,1925.01
2022-08-10,Electronics,East,11418,20,0.04,3379.44
2022-08-10,Electronics,West,13787,23,0.1,4102.52
2022-08-10,Clothing,North,9756,41,0.04,2836.05
2022-08-10,Clothing,South,7776,13,0.2,1578.85
2022-08-10,Clothing,East,7672,14,0.17,2240.64
2022-08-10,Clothing,West,9431,17,0.22,2134.72
2022-08-10,Grocery,North,18543,70,0.16,2403.82
2022-08-10,Grocery,South,17051,31,0.02,5071.13
2022-08-10,Grocery,East,13214,23,0.01,2563.8
2022-08-10,Grocery,West,16529,32,0.08,3401.12
2022-08-10,Furniture,North,6032,25,0.04,1217.1
2022-08-10,Furniture,South,5437,14,0.1,866.62
2022-08-10,Furniture,East,5246,19,0.05,1228.43
2022-08-10,Furniture,West,5741,25,0.17,935.16
2022-08-10,Sports,North,6473,19,0.21,1872.08
2022-08-10,Sports,South,5584,13,0.15,637.12
2022-08-10,Sports,East,6134,27,0.05,861.14
2022-08-10,Sports,West,7698,28,0.16,2199.23
2022-08-11,Electronics,North,14099,38,0.1,3105.3
2022-08-11,Electronics,South,14611,42,0.06,3222.73
2022-08-11,Electronics,East,11549,55,0.07,2338.49
2022-08-11,Electronics,West,13577,39,0.01,1963.65
2022-08-11,Clothing,North,8608,20,0.04,2554.88
2022-08-11,Clothing,South,9128,15,0.16,2203.87
2022-08-11,Clothing,East,8091,21,0.06,995.81
2022-08-11,Clothing,West,9012,31,0.14,1342.95
2022-08-11,Grocery,North,16136,29,0.14,3622.87
2022-08-11,Grocery,South,18203,43,0.22,2051.19
2022-08-11,Grocery,East,14792,29,0.11,2521.46
2022-08-11,Grocery,West,16479,52,0.06,4653.53
2022-08-11,Furniture,North,6399,12,0.01,683.25
2022-08-11,Furniture,South,4821,14,0.17,733.56
2022-08-11,Furniture,East,4824,14,0.03,1163.9
2022-08-11,Furniture,West,5609,18,0.17,1232.9
2022-08-11,Sports,North,7375,13,0.05,896.41
2022-08-11,Sports,South,6304,11,0.04,1728.7
2022-08-11,Sports,East,5709,11,0.1,651.28
2022-08-11,Sports,West,7441,15,0.04,2123.7
2022-08-12,Electronics,North,13360,45,0.22,2193.94
2022-08-12,Electronics,South,12799,23,0.04,2478.44
2022-08-12,Electronics,East,12186,27,0.18,3271.04
2022-08-12,Electronics,West,13317,32,0.21,3032.99
2022-08-12,Clothing,North,8848,15,0.2,1334.63
2022-08-12,Clothing,South,8958,20,0.09,2078.98
2022-08-12,Clothing,East,6967,22,0.14,1858.75
2022-08-12,Clothing,West,7004,22,0.02,1586.1
2022-08-12,Grocery,North,15552,26,0.06,3836.5
2022-08-12,Grocery,South,16060,31,0.11,3822.23
2022-08-12,Grocery,East,13043,25,0.23,2578.96
2022-08-12,Grocery,West,17431,29,0.11,3415.56
2022-08-12,Furniture,North,5461,9,0.2,1498.95
2022-08-12,Furniture,South,5640,12,0.22,1331.01
2022-08-12,Furniture,East,5157,13,0.13,690.57
2022-08-12,Furniture,West,5679,9,0.06,796.67
2022-08-12,Sports,North,7065,22,0.19,1141.03
2022-08-12,Sports,South,5997,12,0.05,875.52
2022-08-12,Sports,East,5600,22,0.24,758.68
2022-08-12,Sports,West,7445,28,0.09,886.9
2022-08-13,Electronics,North,18128,67,0.03,5003.17
2022-08-13,Electronics,South,15921,42,0.04,3443.77
2022-08-13,Electronics,East,14480,33,0.24,2393.44
2022-08-13,Electronics,West,16277,32,0.03,3039.18
2022-08-13,Clothing,North,11840,32,0.24,3356.64
2022-08-13,Clothing,South,9472,21,0.04,2002.3
2022-08-13,Clothing,East,9287,31,0.02,2712.88
2022-08-13,Clothing,West,11267,42,0.04,3317.13
2022-08-13,Grocery,North,25164,76,0.13,2550.89
2022-08-13,Grocery,South,20412,56,0.14,4141.23
2022-08-13,Grocery,East,20186,50,0.16,2763.95
2022-08-13,Grocery,West,20513,37,0.09,4029.18
2022-08-13,Furniture,North,7892,14,0.06,1977.28
2022-08-13,Furniture,South,6589,27,0.01,1761.35
2022-08-13,Furniture,East,6659,24,0.03,768.88
2022-08-13,Furniture,West,7317,34,0.03,2111.24
2022-08-13,Sports,North,9052,15,0.16,964.48
2022-08-13,Sports,South,7560,17,0.23,1243.71
2022-08-13,Sports,East,6648,16,0.06,1627.15
2022-08-13,Sports,West,7949,17,0.1,1943.62
2022-08-14,Electronics,North,18176,41,0.16,2052.67
2022-08-14,Electronics,South,15678,35,0.12,3091.27
2022-08-14,Electronics,East,12419,33,0.15,1986.81
2022-08-14,Electronics,West,15041,48,0.12,3285.91
2022-08-14,Clothing,North,12824,25,0.01,2727.6
2022-08-14,Clothing,South,10951,29,0.09,3193.08
2022-08-14,Clothing,East,11088,18,0.04,1229.92
2022-08-14,Clothing,West,11025,33,0.01,1359.97
2022-08-14,Grocery,North,24192,94,0.15,3166.31
2022-08-14,Grocery,South,21568,61,0.09,4805.18
2022-08-14,Grocery,East,20549,61,0.04,5696.51
2022-08-14,Grocery,West,23452,106,0.18,3002.07
2022-08-14,Furniture,North,8263,15,0.1,862.32
2022-08-14,Furniture,South,7390,14,0.11,1991.0
2022-08-14,Furniture,East,6070,10,0.12,1452.56
2022-08-14,Furniture,West,7961,17,0.13,1728.09
2022-08-14,Sports,North,9142,24,0.17,979.12
2022-08-14,Sports,South,8979,36,0.03,1662.49
2022-08-14,Sports,East,7489,12,0.01,1830.32
2022-08-14,Sports,West,9110,27,0.01,2415.84
2022-08-15,Electronics,North,13738,40,0.2,3089.93
2022-08-15,Electronics,South,12405,40,0.04,1512.29
2022-08-15,Electronics,East,11541,35,0.15,2557.91
2022-08-15,Electronics,West,14912,34,0.18,3575.83
2022-08-15,Clothing,North,9315,16,0.15,1543.54
2022-08-15,Clothing,South,8310,15,0.06,1511.09
2022-08-15,Clothing,East,8178,16,0.12,2342.67
2022-08-15,Clothing,West,8789,15,0.18,2446.85
2022-08-15,Grocery,North,19003,51,0.07,2129.31
2022-08-15,Grocery,South,18041,34,0.03,3284.72
2022-08-15,Grocery,East,14270,43,0.21,4218.72
2022-08-15,Grocery,West,14899,25,0.16,4407.95
2022-08-15,Furniture,North,6204,20,0.22,843.38
2022-08-15,Furniture,South,4336,9,0.2,949.93
2022-08-15,Furniture,East,4933,9,0.05,1220.38
2022-08-15,Furniture,West,5344,9,0.25,972.67
2022-08-15,Sports,North,7090,15,0.22,2039.23
2022-08-15,Sports,South,6282,11,0.16,1485.72
2022-08-15,Sports,East,5961,15,0.03,889.76
2022-08-15,Sports,West,7128,16,0.22,849.39
2022-08-16,Electronics,North,14745,46,0.04,2000.71
2022-08-16,Electronics,South,11965,30,0.15,3360.61
2022-08-16,Electronics,East,13460,49,0.18,3092.28
2022-08-16,Electronics,West,13934,48,0.17,1982.79
2022-08-16,Clothing,North,10801,22,0.23,3127.62
2022-08-16,Clothing,South,9293,17,0.22,965.22
2022-08-16,Clothing,East,7537,25,0.1,2061.48
2022-08-16,Clothing,West,8988,22,0.16,1551.0
2022-08-16,Grocery,North,19555,61,0.23,2789.77
2022-08-16,Grocery,South,16714,29,0.01,3485.71
2022-08-16,Grocery,East,14616,34,0.17,2307.29
2022-08-16,Grocery,West,17200,77,0.06,2326.29
2022-08-16,Furniture,North,6372,22,0.05,1615.35
2022-08-16,Furniture,South,5186,15,0.02,1265.37
2022-08-16,Furniture,East,4871,15,0.09,1119.01
2022-08-16,Furniture,West,5768,12,0.22,1625.23
2022-08-16,Sports,North,7343,19,0.17,1713.22
2022-08-16,Sports,South,6956,24,0.13,985.27
2022-08-16,Sports,East,5692,10,0.09,1438.64
2022-08-16,Sports,West,7170,24,0.19,974.45
2022-08-17,Electronics,North,13098,31,0.21,3289.03
2022-08-17,Electronics,South,12934,58,0.12,3497.94
2022-08-17,Electronics,East,11192,33,0.14,1505.66
2022-08-17,Electronics,West,13795,29,0.16,1938.04
2022-08-17,Clothing,North,10521,30,0.06,2527.61
2022-08-17,Clothing,South,8789,38,0.21,2537.31
2022-08-17,Clothing,East,7731,17,0.21,1118.56
2022-08-17,Clothing,West,9431,44,0.1,2611.2
2022-08-17,Grocery,North,22518,47,0.14,2497.14
2022-08-17,Grocery,South,16916,39,0.16,3862.25
2022-08-17,Grocery,East,14759,26,0.12,3005.48
2022-08-17,Grocery,West,19404,37,0.21,4456.56
2022-08-17,Furniture,North,5765,27,0.07,1233.99
2022-08-17,Furniture,South,5048,9,0.15,545.08
2022-08-17,Furniture,East,5057,10,0.22,1484.38
2022-08-17,Furniture,West,4958,8,0.12,1236.46
2022-08-17,Sports,North,7913,13,0.25,2274.46
2022-08-17,Sports,South,6456,13,0.11,1417.72
2022-08-17,Sports,East,6062,10,0.12,1392.63
2022-08-17,Sports,West,6826,13,0.11,1814.87
2022-08-18,Electronics,North,14200,36,0.17,1750.61
2022-08-18,Electronics,South,11922,49,0.23,1916.44
2022-08-18,Electronics,East,12697,34,0.21,2289.19
2022-08-18,Electronics,West,12854,25,0.13,3691.23
2022-08-18,Clothing,North,8647,14,0.18,2200.78
2022-08-18,Clothing,South,7661,24,0.13,1246.51
2022-08-18,Clothing,East,7929,13,0.05,1177.49
2022-08-18,Clothing,West,7851,26,0.2,1586.66
2022-08-18,Grocery,North,19352,60,0.1,2220.14
2022-08-18,Grocery,South,15733,63,0.03,2665.09
2022-08-18,Grocery,East,14537,52,0.04,2190.28
2022-08-18,Grocery,West,17012,63,0.05,5048.75
2022-08-18,Furniture,North,6622,12,0.17,1594.68
2022-08-18,Furniture,South,5623,12,0.16,1606.43
2022-08-18,Furniture,East,4630,19,0.21,878.55
2022-08-18,Furniture,West,5296,9,0.1,998.42
2022-08-18,Sports,North,8352,16,0.09,1887.83
2022-08-18,Sports,South,5968,21,0.14,1249.2
2022-08-18,Sports,East,5623,10,0.0,1100.14
2022-08-18,Sports,West,6797,32,0.09,1545.32
2022-08-19,Electronics,North,14994,32,0.16,2622.26
2022-08-19,Electronics,South,12757,59,0.18,3103.13
2022-08-19,Electronics,East,9356,22,0.19,2269.36
2022-08-19,Electronics,West,14576,31,0.23,3235.55
2022-08-19,Clothing,North,9513,21,0.02,1765.1
2022-08-19,Clothing,South,8603,18,0.18,2396.88
2022-08-19,Clothing,East,8693,27,0.05,1216.17
2022-08-19,Clothing,West,10278,37,0.2,1332.84
2022-08-19,Grocery,North,16606,34,0.04,1740.52
2022-08-19,Grocery,South,15278,43,0.08,2743.03
2022-08-19,Grocery,East,16483,40,0.14,3562.87
2022-08-19,Grocery,West,16617,36,0.02,3710.57
2022-08-19,Furniture,North,5475,9,0.04,1544.43
2022-08-19,Furniture,South,5883,12,0.17,1619.03
2022-08-19,Furniture,East,4676,9,0.01,901.55
2022-08-19,Furniture,West,6129,10,0.07,674.15
2022-08-19,Sports,North,6091,17,0.15,1366.32
2022-08-19,Sports,South,7019,18,0.13,2096.23
2022-08-19,Sports,East,5633,10,0.11,1639.62
2022-08-19,Sports,West,6242,15,0.22,668.37
2022-08-20,Electronics,North,20337,37,0.15,2738.43
2022-08-20,Electronics,South,15447,27,0.14,1878.41
2022-08-20,Electronics,East,16763,44,0.22,3096.78
2022-08-20,Electronics,West,16546,38,0.05,3351.18
2022-08-20,Clothing,North,11213,35,0.01,1487.54
2022-08-20,Clothing,South,10189,27,0.03,1290.71
2022-08-20,Clothing,East,9664,26,0.07,1956.86
2022-08-20,Clothing,West,11757,26,0.1,2101.7
2022-08-20,Grocery,North,22677,41,0.03,5226.18
2022-08-20,Grocery,South,20413,100,0.16,3937.07
2022-08-20,Grocery,East,22043,44,0.18,2400.39
2022-08-20,Grocery,West,20812,42,0.21,2364.96
2022-08-20,Furniture,North,8052,20,0.17,1614.13
2022-08-20,Furniture,South,6404,10,0.23,1000.49
2022-08-20,Furniture,East,5498,22,0.1,1401.82
2022-08-20,Furniture,West,5969,11,0.22,614.28
2022-08-20,Sports,North,8919,31,0.12,2397.89
2022-08-20,Sports,South,9060,24,0.25,2023.43
2022-08-20,Sports,East,6191,30,0.15,1334.15
2022-08-20,Sports,West,8441,20,0.13,2268.13
2022-08-21,Electronics,North,18562,39,0.05,5289.5
2022-08-21,Electronics,South,13740,27,0.01,3751.31
2022-08-21,Electronics,East,14619,58,0.13,1960.09
2022-08-21,Electronics,West,17003,45,0.23,4401.26
2022-08-21,Clothing,North,11291,19,0.09,1219.37
2022-08-21,Clothing,South,11833,25,0.09,1547.11
2022-08-21,Clothing,East,9862,17,0.15,1112.16
2022-08-21,Clothing,West,11866,55,0.23,1278.51
2022-08-21,Grocery,North,19566,41,0.07,2102.26
2022-08-21,Grocery,South,21653,43,0.08,4550.59
2022-08-21,Grocery,East,19299,56,0.19,5502.84
2022-08-21,Grocery,West,22955,51,0.18,6270.88
2022-08-21,Furniture,North,7171,12,0.01,2132.24
2022-08-21,Furniture,South,7283,24,0.11,2015.48
2022-08-21,Furniture,East,5694,12,0.18,577.91
2022-08-21,Furniture,West,6674,17,0.12,1030.25
2022-08-21,Sports,North,8060,24,0.18,2214.54
2022-08-21,Sports,South,8203,18,0.02,1933.85
2022-08-21,Sports,East,7296,18,0.25,1658.09
2022-08-21,Sports,West,9156,17,0.16,1320.14
2022-08-22,Electronics,North,15338,40,0.1,1602.67
2022-08-22,Electronics,South,11677,21,0.22,2244.25
2022-08-22,Electronics,East,10832,26,0.11,2505.69
2022-08-22,Electronics,West,14212,36,0.12,2261.73
2022-08-22,Clothing,North,8060,19,0.12,1217.83
2022-08-22,Clothing,South,8260,35,0.03,1629.4
2022-08-22,Clothing,East,8432,27,0.17,2001.18
2022-08-22,Clothing,West,9536,19,0.22,1713.67
2022-08-22,Grocery,North,18208,80,0.08,5037.15
2022-08-22,Grocery,South,14134,34,0.11,2164.44
2022-08-22,Grocery,East,13621,25,0.25,2819.0
2022-08-22,Grocery,West,15950,68,0.19,4392.8
2022-08-22,Furniture,North,6028,14,0.16,618.41
2022-08-22,Furniture,South,5668,12,0.18,1385.29
2022-08-22,Furniture,East,5551,12,0.03,1552.47
2022-08-22,Furniture,West,5924,13,0.18,998.65
2022-08-22,Sports,North,7130,15,0.24,2019.33
2022-08-22,Sports,South,6915,15,0.04,2006.14
2022-08-22,Sports,East,6745,28,0.05,1399.86
2022-08-22,Sports,West,5705,9,0.01,1611.6
2022-08-23,Electronics,North,14054,38,0.24,2870.81
2022-08-23,Electronics,South,10509,45,0.07,2022.0
2022-08-23,Electronics,East,11746,24,0.02,3235.61
2022-08-23,Electronics,West,14239,34,0.23,2692.53
2022-08-23,Clothing,North,9265,36,0.07,1051.13
2022-08-23,Clothing,South,9999,26,0.16,1487.27
2022-08-23,Clothing,East,5870,14,0.05,1213.9
2022-08-23,Clothing,West,8551,24,0.07,1857.25
2022-08-23,Grocery,North,18091,56,0.16,3985.53
2022-08-23,Grocery,South,16868,47,0.07,2255.09
2022-08-23,Grocery,East,15318,27,0.1,1905.25
2022-08-23,Grocery,West,15418,75,0.1,2258.94
2022-08-23,Furniture,North,5404,11,0.16,1526.42
2022-08-23,Furniture,South,5065,10,0.04,1267.87
2022-08-23,Furniture,East,4952,21,0.01,954.97
2022-08-23,Furniture,West,5082,21,0.08,852.59
2022-08-23,Sports,North,6722,16,0.19,947.67
2022-08-23,Sports,South,7074,13,0.21,2106.42
2022-08-23,Sports,East,4868,10,0.01,525.5
2022-08-23,Sports,West,6317,18,0.18,778.83
2022-08-24,Electronics,North,12700,27,0.11,1562.49
2022-08-24,Electronics,South,13791,46,0.05,1833.06
2022-08-24,Electronics,East,12230,26,0.21,3622.72
2022-08-24,Electronics,West,13561,32,0.06,3872.51
2022-08-24,Clothing,North,10413,18,0.19,2213.07
2022-08-24,Clothing,South,9093,23,0.21,2313.23
2022-08-24,Clothing,East,7758,17,0.01,1159.93
2022-08-24,Clothing,West,7404,24,0.22,1231.27
2022-08-24,Grocery,North,19610,64,0.03,5680.47
2022-08-24,Grocery,South,16421,34,0.04,4334.2
2022-08-24,Grocery,East,15197,48,0.11,3628.05
2022-08-24,Grocery,West,17622,49,0.02,2243.1
2022-08-24,Furniture,North,5135,25,0.19,941.45
2022-08-24,Furniture,South,5969,18,0.18,1140.21
2022-08-24,Furniture,East,4870,8,0.07,1152.14
2022-08-24,Furniture,West,5572,20,0.08,644.21
2022-08-24,Sports,North,6923,23,0.18,968.44
2022-08-24,Sports,South,6853,23,0.03,2005.01
2022-08-24,Sports,East,5917,17,0.13,900.24
2022-08-24,Sports,West,7297,16,0.15,846.73
2022-08-25,Electronics,North,14160,50,0.08,3869.14
2022-08-25,Electronics,South,13864,39,0.14,4014.15
2022-08-25,Electronics,East,12901,43,0.17,2306.19
2022-08-25,Electronics,West,14854,26,0.03,2333.98
2022-08-25,Clothing,North,9373,36,0.21,2671.39
2022-08-25,Clothing,South,8207,17,0.03,1381.45
2022-08-25,Clothing,East,6527,10,0.07,715.06
2022-08-25,Clothing,West,9631,20,0.08,2229.73
2022-08-25,Grocery,North,17900,51,0.13,4845.43
2022-08-25,Grocery,South,14950,25,0.19,3787.91
2022-08-25,Grocery,East,13503,28,0.04,2013.73
2022-08-25,Grocery,West,17100,35,0.16,2784.99
2022-08-25,Furniture,North,6862,22,0.24,1061.83
2022-08-25,Furniture,South,5613,10,0.23,1369.16
2022-08-25,Furniture,East,4789,8,0.19,791.86
2022-08-25,Furniture,West,6282,29,0.14,1684.39
2022-08-25,Sports,North,7224,25,0.11,1609.26
2022-08-25,Sports,South,6574,14,0.08,1568.09
2022-08-25,Sports,East,6506,13,0.15,867.74
2022-08-25,Sports,West,7874,14,0.06,1959.82
2022-08-26,Electronics,North,14834,26,0.0,4389.91
2022-08-26,Electronics,South,11902,56,0.0,3231.54
2022-08-26,Electronics,East,11106,19,0.17,1357.25
2022-08-26,Electronics,West,13952,25,0.12,2171.3
2022-08-26,Clothing,North,9921,22,0.22,2701.05
2022-08-26,Clothing,South,9157,31,0.22,1600.72
2022-08-26,Clothing,East,8041,15,0.08,1846.09
2022-08-26,Clothing,West,9027,21,0.03,2505.45
2022-08-26,Grocery,North,18570,43,0.06,5139.79
2022-08-26,Grocery,South,16990,49,0.01,5035.07
2022-08-26,Grocery,East,14970,73,0.06,2850.44
2022-08-26,Grocery,West,18350,40,0.18,4727.96
2022-08-26,Furniture,North,6880,13,0.18,2001.82
2022-08-26,Furniture,South,5704,10,0.04,1651.22
2022-08-26,Furniture,East,5218,15,0.03,653.47
2022-08-26,Furniture,West,6329,11,0.11,1341.56
2022-08-26,Sports,North,7079,14,0.12,1009.12
2022-08-26,Sports,South,6557,12,0.17,780.18
2022-08-26,Sports,East,6375,28,0.1,1664.15
2022-08-26,Sports,West,6879,12,0.19,1108.5
2022-08-27,Electronics,North,20252,77,0.15,4943.0
2022-08-27,Electronics,South,16263,30,0.03,2698.6
2022-08-27,Electronics,East,16735,34,0.06,1719.95
2022-08-27,Electronics,West,17530,36,0.23,4549.09
2022-08-27,Clothing,North,12098,32,0.13,1239.53
2022-08-27,Clothing,South,10850,18,0.15,1933.04
2022-08-27,Clothing,East,9619,47,0.08,2792.31
2022-08-27,Clothing,West,10952,41,0.14,1503.97
2022-08-27,Grocery,North,22840,81,0.22,5865.42
2022-08-27,Grocery,South,22584,38,0.0,4323.11
2022-08-27,Grocery,East,18816,38,0.2,2228.87
2022-08-27,Grocery,West,23149,48,0.2,2504.1
2022-08-27,Furniture,North,6811,12,0.2,1575.28
2022-08-27,Furniture,South,6106,11,0.11,1679.0
2022-08-27,Furniture,East,6449,21,0.01,1011.4
2022-08-27,Furniture,West,6519,16,0.21,1315.35
2022-08-27,Sports,North,8960,37,0.17,2411.53
2022-08-27,Sports,South,8567,22,0.06,2232.26
2022-08-27,Sports,East,6480,11,0.24,1123.7
2022-08-27,Sports,West,8645,38,0.16,1412.99
2022-08-28,Electronics,North,17681,50,0.03,1963.83
2022-08-28,Electronics,South,16270,37,0.2,3100.97
2022-08-28,Electronics,East,12538,25,0.09,1423.06
2022-08-28,Electronics,West,17261,64,0.03,3230.84
2022-08-28,Clothing,North,11675,29,0.13,3467.48
2022-08-28,Clothing,South,11102,49,0.17,1877.94
2022-08-28,Clothing,East,8546,32,0.06,976.4
2022-08-28,Clothing,West,11348,36,0.17,2613.4
2022-08-28,Grocery,North,23034,41,0.04,6441.01
2022-08-28,Grocery,South,19867,44,0.16,5374.74
2022-08-28,Grocery,East,20452,43,0.19,4745.64
2022-08-28,Grocery,West,20213,87,0.07,5821.02
2022-08-28,Furniture,North,7334,21,0.02,999.17
2022-08-28,Furniture,South,5926,18,0.12,1629.09
2022-08-28,Furniture,East,7128,19,0.22,1657.43
2022-08-28,Furniture,West,7213,30,0.12,1914.67
2022-08-28,Sports,North,9228,31,0.24,1448.94
2022-08-28,Sports,South,8266,37,0.12,1009.01
2022-08-28,Sports,East,7671,13,0.15,1588.3
2022-08-28,Sports,West,8706,14,0.14,2485.49
2022-08-29,Electronics,North,13986,68,0.11,3808.02
2022-08-29,Electronics,South,13445,25,0.15,1765.75
2022-08-29,Electronics,East,13387,23,0.22,2856.53
2022-08-29,Electronics,West,12541,31,0.18,2131.08
2022-08-29,Clothing,North,9330,17,0.25,2714.48
2022-08-29,Clothing,South,8681,25,0.13,1278.22
2022-08-29,Clothing,East,7525,15,0.0,1345.13
2022-08-29,Clothing,West,7719,18,0.05,893.06
2022-08-29,Grocery,North,20882,45,0.09,3079.52
2022-08-29,Grocery,South,16999,58,0.01,2327.79
2022-08-29,Grocery,East,12479,46,0.03,3591.11
2022-08-29,Grocery,West,15834,28,0.19,2381.5
2022-08-29,Furniture,North,6494,20,0.13,1495.29
2022-08-29,Furniture,South,4863,11,0.1,824.66
2022-08-29,Furniture,East,5142,10,0.09,1311.97
2022-08-29,Furniture,West,6053,10,0.17,1099.1
2022-08-29,Sports,North,7395,13,0.18,1878.21
