order_id,restaurant_id,city,cuisine,order_date,items_ordered,order_value,discount_amt,final_amount,delivery_time,order_rating,price_category,rest_type
ORD006874,R00849,Chennai,Thai,2023-05-18,2,198,19,179,30,4.1,Budget,Cafe
ORD006875,R00786,Lucknow,Chinese,2024-05-24,1,137,13,124,36,,Budget,Casual Dining
ORD006876,R01266,Pune,Fast Food,2023-08-31,5,965,0,965,46,,Mid-Range,Cafe
ORD006877,R01740,Hyderabad,Italian,2023-10-09,3,288,86,202,69,,Budget,Casual Dining
ORD006878,R00272,Delhi,Desserts,2024-05-16,4,1351,135,1216,72,3.8,Mid-Range,Cafe
ORD006879,R00254,Pune,Biryani,2023-07-22,4,332,33,299,62,,Budget,Fine Dining
ORD006880,R01422,Kolkata,Chinese,2023-01-31,4,800,240,560,36,3.8,Budget,Casual Dining
ORD006881,R01660,Delhi,Continental,2024-08-26,3,662,66,596,90,,Mid-Range,Quick Bites
ORD006882,R00075,Pune,Mexican,2024-12-16,3,558,0,558,30,3.0,Budget,Casual Dining
ORD006883,R01306,Ahmedabad,Continental,2024-05-01,1,177,35,142,67,4.0,Budget,Casual Dining
ORD006884,R00316,Mumbai,Thai,2023-04-19,3,1003,100,903,24,,Mid-Range,Casual Dining
ORD006885,R00340,Chennai,Biryani,2023-12-25,3,850,0,850,48,,Mid-Range,Casual Dining
ORD006886,R01855,Hyderabad,North Indian,2023-09-02,3,601,180,421,46,3.9,Mid-Range,Quick Bites
ORD006887,R00971,Hyderabad,Thai,2024-09-22,3,493,246,247,53,3.5,Budget,Quick Bites
ORD006888,R00800,Delhi,Fast Food,2023-09-11,4,4330,0,4330,59,4.0,Premium,Cloud Kitchen
ORD006889,R01593,Pune,Biryani,2024-07-19,2,465,0,465,92,4.1,Mid-Range,Quick Bites
ORD006890,R00194,Jaipur,South Indian,2024-12-20,2,488,146,342,25,3.5,Mid-Range,Cafe
ORD006891,R01237,Hyderabad,Thai,2024-06-07,1,203,40,163,47,4.3,Mid-Range,Quick Bites
ORD006892,R01077,Mumbai,Thai,2024-01-26,2,1308,392,916,70,4.6,Premium,Dhaba
ORD006893,R01690,Chennai,Fast Food,2023-06-16,3,698,0,698,36,4.2,Mid-Range,Quick Bites
ORD006894,R01415,Lucknow,Continental,2023-12-05,4,961,0,961,29,,Mid-Range,Cloud Kitchen
ORD006895,R01628,Pune,North Indian,2024-08-30,3,938,93,845,51,,Mid-Range,Quick Bites
ORD006896,R01557,Hyderabad,Thai,2023-12-22,3,732,0,732,36,,Mid-Range,Cloud Kitchen
ORD006897,R01533,Hyderabad,Thai,2023-03-20,1,71,14,57,73,3.2,Budget,Casual Dining
ORD006898,R01664,Hyderabad,Fast Food,2023-11-04,3,1182,0,1182,30,3.4,Mid-Range,Quick Bites
ORD006899,R00072,Pune,Desserts,2023-04-20,2,570,171,399,88,5.2,Mid-Range,Quick Bites
ORD006900,R00372,Mumbai,Desserts,2023-12-11,4,675,202,473,70,,Budget,Casual Dining
ORD006901,R01481,Ahmedabad,Continental,2024-02-20,4,414,41,373,49,3.4,Budget,Cloud Kitchen
ORD006902,R00795,Delhi,Thai,2024-03-13,3,898,179,719,69,3.9,Mid-Range,Fine Dining
ORD006903,R00883,Mumbai,Continental,2024-02-23,3,1224,367,857,23,3.4,Mid-Range,Casual Dining
ORD006904,R01031,Kolkata,Italian,2024-05-31,1,467,186,281,37,3.7,Premium,Quick Bites
ORD006905,R00241,Lucknow,Continental,2023-02-28,5,855,85,770,80,4.2,Budget,Fine Dining
ORD006906,R00122,Pune,South Indian,2024-05-01,4,175,17,158,30,3.6,Budget,Dhaba
ORD006907,R01748,Chennai,North Indian,2024-03-29,4,1187,118,1069,32,3.6,Mid-Range,Casual Dining
ORD006908,R01712,Pune,Desserts,2024-04-15,4,556,222,334,32,,Budget,Casual Dining
ORD006909,R01217,Hyderabad,South Indian,2023-09-10,2,1090,545,545,68,,Premium,Cafe
ORD006910,R01375,Mumbai,Italian,2024-11-10,3,989,197,792,66,4.1,Mid-Range,Casual Dining
ORD006911,R01775,Bangalore,North Indian,2024-08-30,4,358,71,287,73,4.7,Budget,Cafe
ORD006912,R00237,Mumbai,Biryani,2024-12-11,1,279,0,279,42,4.6,Mid-Range,Cloud Kitchen
ORD006913,R00650,Bangalore,Thai,2023-02-13,1,296,88,208,73,4.3,Mid-Range,Cloud Kitchen
ORD006914,R00594,Delhi,Chinese,2024-05-08,4,3478,1043,2435,44,4.3,Premium,Cloud Kitchen
ORD006915,R01946,Pune,Thai,2023-10-19,5,1882,941,941,39,3.7,Mid-Range,Cloud Kitchen
ORD006916,R01352,Pune,Biryani,2023-08-31,1,158,47,111,46,2.9,Budget,Quick Bites
ORD006917,R01984,Ahmedabad,Chinese,2023-08-27,3,849,84,765,46,3.3,Mid-Range,Dhaba
ORD006918,R00714,Lucknow,Biryani,2023-06-22,4,663,0,663,36,3.7,Budget,Casual Dining
ORD006919,R00456,Chennai,Thai,2023-03-19,5,1564,469,1095,52,,Mid-Range,Casual Dining
ORD006920,R01604,Lucknow,Biryani,2024-05-28,2,1123,561,562,33,3.4,Premium,Fine Dining
ORD006921,R01414,Bangalore,Italian,2024-09-16,2,119,47,72,66,3.2,Budget,Cloud Kitchen
ORD006922,R01696,Mumbai,Chinese,2023-05-23,5,213,0,213,30,,Budget,Cloud Kitchen
ORD006923,R01173,Jaipur,South Indian,2023-03-16,4,2808,1404,1404,68,5.3,Premium,Quick Bites
ORD006924,R00378,Mumbai,Desserts,2024-01-08,3,1712,0,1712,48,,Premium,Dhaba
ORD006925,R00415,Lucknow,Fast Food,2023-06-18,2,487,146,341,41,3.2,Mid-Range,Cloud Kitchen
ORD006926,R01401,Kolkata,South Indian,2023-03-21,4,1151,345,806,56,,Mid-Range,Cloud Kitchen
ORD006927,R01374,Ahmedabad,Thai,2024-06-30,1,329,65,264,40,4.0,Mid-Range,Dhaba
ORD006928,R01393,Pune,South Indian,2023-08-08,2,522,0,522,36,3.4,Mid-Range,Cloud Kitchen
ORD006929,R01885,Mumbai,Continental,2024-09-26,2,91,0,91,76,4.2,Budget,Fine Dining
ORD006930,R00194,Jaipur,South Indian,2024-06-18,1,241,72,169,33,3.1,Mid-Range,Cafe
ORD006931,R01084,Bangalore,Thai,2024-05-07,3,1189,0,1189,57,3.7,Mid-Range,Quick Bites
ORD006932,R01547,Ahmedabad,Fast Food,2023-09-16,2,643,192,451,28,,Mid-Range,Quick Bites
ORD006933,R01427,Delhi,North Indian,2024-07-13,2,309,123,186,48,4.0,Budget,Dhaba
ORD006934,R00124,Chennai,Continental,2024-02-11,5,1579,157,1422,45,,Mid-Range,Casual Dining
ORD006935,R00628,Kolkata,Biryani,2024-06-29,4,757,151,606,58,,Budget,Fine Dining
ORD006936,R01482,Bangalore,Desserts,2023-12-13,4,1797,179,1618,34,3.2,Premium,Cloud Kitchen
ORD006937,R00749,Kolkata,Chinese,2023-06-10,5,1116,223,893,74,4.0,Mid-Range,Quick Bites
ORD006938,R00392,Ahmedabad,Biryani,2023-08-30,4,1566,313,1253,44,4.3,Mid-Range,Casual Dining
ORD006939,R00319,Delhi,North Indian,2023-08-03,1,120,12,108,79,,Budget,Quick Bites
ORD006940,R01812,Kolkata,North Indian,2024-08-09,4,973,194,779,53,3.5,Mid-Range,Casual Dining
ORD006941,R00745,Bangalore,North Indian,2024-03-20,2,701,140,561,38,3.0,Mid-Range,Cloud Kitchen
ORD006942,R00869,Chennai,Biryani,2024-07-08,1,48,19,29,23,,Budget,Quick Bites
ORD006943,R00444,Hyderabad,Fast Food,2024-04-15,3,316,63,253,65,2.8,Budget,Quick Bites
ORD006944,R01667,Mumbai,North Indian,2024-08-13,2,408,81,327,25,4.1,Mid-Range,Cloud Kitchen
ORD006945,R01889,Lucknow,Chinese,2023-10-16,2,419,125,294,54,2.8,Mid-Range,Quick Bites
ORD006946,R00499,Lucknow,South Indian,2024-12-05,4,430,86,344,55,3.4,Budget,Quick Bites
ORD006947,R00866,Mumbai,Mexican,2024-12-04,2,807,403,404,20,,Mid-Range,Cloud Kitchen
ORD006948,R00654,Delhi,Continental,2023-10-13,1,62,18,44,70,,Budget,Cloud Kitchen
ORD006949,R01332,Lucknow,North Indian,2024-07-27,5,246,73,173,64,2.5,Budget,Cafe
ORD006950,R00987,Hyderabad,Italian,2023-12-02,4,223,0,223,24,3.1,Budget,Casual Dining
ORD006951,R00209,Ahmedabad,Thai,2024-09-04,2,198,19,179,22,,Budget,Cafe
ORD006952,R00049,Delhi,North Indian,2023-01-30,4,3884,0,3884,51,3.2,Premium,Casual Dining
ORD006953,R01222,Bangalore,Continental,2023-08-13,3,883,441,442,29,4.6,Mid-Range,Dhaba
ORD006954,R01799,Delhi,North Indian,2024-01-06,4,1360,544,816,91,,Mid-Range,Fine Dining
ORD006955,R01236,Mumbai,Biryani,2023-12-15,3,140,70,70,27,3.5,Budget,Casual Dining
ORD006956,R00295,Kolkata,Chinese,2024-07-25,4,419,83,336,34,3.5,Budget,Casual Dining
ORD006957,R00935,Ahmedabad,Chinese,2023-02-21,2,532,106,426,37,,Mid-Range,Cafe
ORD006958,R00187,Kolkata,Mexican,2023-01-29,1,416,83,333,33,4.3,Mid-Range,Dhaba
ORD006959,R00740,Ahmedabad,Desserts,2024-05-12,5,4261,426,3835,21,4.0,Premium,Casual Dining
ORD006960,R01444,Kolkata,Desserts,2024-12-16,2,393,117,276,37,3.8,Mid-Range,Cloud Kitchen
ORD006961,R01471,Jaipur,Continental,2024-09-26,3,225,0,225,22,,Budget,Cloud Kitchen
ORD006962,R01499,Delhi,South Indian,2024-12-09,4,320,0,320,66,,Budget,Quick Bites
ORD006963,R00320,Jaipur,Italian,2023-11-04,1,631,0,631,46,3.1,Premium,Casual Dining
ORD006964,R01721,Lucknow,Thai,2024-07-06,2,226,0,226,57,,Budget,Casual Dining
ORD006965,R00370,Delhi,Fast Food,2024-08-03,1,449,44,405,20,,Mid-Range,Quick Bites
ORD006966,R00820,Kolkata,Fast Food,2023-11-30,1,95,19,76,45,3.8,Budget,Quick Bites
ORD006967,R01259,Lucknow,South Indian,2023-02-16,1,183,18,165,48,4.4,Budget,Fine Dining
ORD006968,R00917,Pune,Desserts,2023-09-09,1,244,122,122,52,,Mid-Range,Cloud Kitchen
ORD006969,R01516,Hyderabad,Thai,2023-05-29,2,571,0,571,40,,Mid-Range,Cloud Kitchen
ORD006970,R00402,Hyderabad,Thai,2024-05-11,2,1322,264,1058,36,,Premium,Fine Dining
ORD006971,R01811,Ahmedabad,Chinese,2023-09-13,2,681,136,545,57,,Mid-Range,Fine Dining
ORD006972,R01485,Mumbai,Thai,2024-11-18,4,877,438,439,35,2.6,Budget,Casual Dining
ORD006973,R00544,Hyderabad,Fast Food,2023-09-11,3,903,0,903,49,,Mid-Range,Cloud Kitchen
ORD006974,R01389,Mumbai,Continental,2023-05-08,2,760,228,532,48,3.8,Mid-Range,Casual Dining
ORD006975,R01607,Delhi,Thai,2023-04-22,1,99,0,99,76,3.4,Budget,Cafe
ORD006976,R01335,Ahmedabad,Fast Food,2023-04-13,2,561,56,505,44,3.0,Mid-Range,Casual Dining
ORD006977,R01229,Pune,North Indian,2023-04-15,4,905,90,815,28,3.5,Mid-Range,Quick Bites
ORD006978,R01858,Lucknow,Continental,2024-05-12,5,497,0,497,57,4.1,Budget,Dhaba
ORD006979,R01110,Delhi,Fast Food,2023-03-07,5,2000,200,1800,31,,Premium,Cloud Kitchen
ORD006980,R01066,Kolkata,Chinese,2024-05-01,5,2222,666,1556,29,,Mid-Range,Casual Dining
ORD006981,R00394,Chennai,Fast Food,2024-01-28,3,464,0,464,39,3.9,Budget,Quick Bites
ORD006982,R00487,Ahmedabad,Biryani,2023-09-09,2,618,309,309,69,,Mid-Range,Dhaba
ORD006983,R01869,Mumbai,Chinese,2024-03-27,5,3619,723,2896,28,,Premium,Quick Bites
ORD006984,R00269,Delhi,North Indian,2024-02-24,3,415,0,415,35,4.3,Budget,Cloud Kitchen
ORD006985,R00035,Mumbai,Fast Food,2024-02-02,2,654,0,654,50,,Mid-Range,Cloud Kitchen
ORD006986,R01766,Kolkata,Fast Food,2024-11-23,4,791,79,712,55,3.8,Budget,Casual Dining
ORD006987,R00577,Lucknow,Continental,2024-07-26,2,818,0,818,60,3.6,Mid-Range,Cloud Kitchen
ORD006988,R00136,Bangalore,Continental,2023-01-22,2,456,136,320,70,,Mid-Range,Fine Dining
ORD006989,R00048,Delhi,Desserts,2023-10-24,1,358,0,358,49,3.4,Mid-Range,Casual Dining
ORD006990,R00506,Pune,Biryani,2023-01-27,1,287,0,287,32,,Mid-Range,Quick Bites
ORD006991,R00255,Jaipur,Mexican,2023-03-02,3,564,0,564,67,,Mid-Range,Cafe
ORD006992,R00980,Kolkata,Mexican,2023-08-31,3,883,0,883,71,,Mid-Range,Quick Bites
ORD006993,R01350,Pune,Desserts,2024-06-06,1,124,0,124,48,,Budget,Quick Bites
ORD006994,R01791,Hyderabad,Thai,2024-03-22,4,953,285,668,58,4.5,Mid-Range,Cloud Kitchen
ORD006995,R01713,Chennai,Biryani,2024-02-19,3,171,34,137,46,3.7,Budget,Casual Dining
ORD006996,R00062,Chennai,Italian,2023-02-23,2,356,0,356,47,3.9,Budget,Cloud Kitchen
ORD006997,R01684,Mumbai,Desserts,2023-07-25,2,294,0,294,31,3.6,Budget,Cloud Kitchen
ORD006998,R01419,Bangalore,Fast Food,2023-10-21,3,607,0,607,63,,Mid-Range,Casual Dining
ORD006999,R01406,Bangalore,Thai,2023-12-16,2,328,164,164,38,,Budget,Quick Bites
ORD007000,R00036,Pune,Mexican,2024-03-09,3,336,168,168,61,3.2,Budget,Quick Bites
ORD007001,R01900,Kolkata,South Indian,2023-10-10,2,909,363,546,80,4.3,Premium,Dhaba
ORD007002,R00812,Delhi,Continental,2023-01-21,2,756,0,756,88,3.9,Mid-Range,Cloud Kitchen
ORD007003,R01544,Bangalore,Continental,2023-11-04,2,273,0,273,24,,Budget,Cloud Kitchen
ORD007004,R00559,Delhi,Fast Food,2024-12-04,3,937,281,656,32,3.9,Mid-Range,Casual Dining
ORD007005,R01451,Delhi,Fast Food,2023-09-12,2,1380,276,1104,40,4.1,Premium,Quick Bites
ORD007006,R01080,Mumbai,Fast Food,2024-05-14,1,131,52,79,51,4.1,Budget,Cafe
ORD007007,R01682,Delhi,North Indian,2023-10-15,4,1361,680,681,71,,Mid-Range,Quick Bites
ORD007008,R00677,Kolkata,Desserts,2023-09-14,5,712,71,641,50,2.9,Budget,Quick Bites
ORD007009,R00496,Kolkata,Mexican,2023-01-29,1,420,42,378,52,,Mid-Range,Fine Dining
ORD007010,R01006,Delhi,Fast Food,2023-12-03,1,254,127,127,55,4.0,Mid-Range,Quick Bites
ORD007011,R00477,Bangalore,North Indian,2024-09-06,1,388,155,233,77,4.5,Premium,Quick Bites
ORD007012,R00274,Hyderabad,Biryani,2024-11-26,4,706,0,706,52,3.3,Budget,Quick Bites
ORD007013,R01913,Pune,South Indian,2023-11-09,1,193,38,155,55,3.8,Mid-Range,Quick Bites
ORD007014,R01244,Kolkata,Thai,2024-01-02,5,759,303,456,39,3.0,Budget,Casual Dining
ORD007015,R01579,Hyderabad,Chinese,2023-01-24,1,198,79,119,53,,Budget,Casual Dining
ORD007016,R01980,Pune,Mexican,2023-12-24,2,427,85,342,82,,Mid-Range,Quick Bites
ORD007017,R00924,Jaipur,Continental,2023-05-13,3,1147,114,1033,85,4.1,Mid-Range,Fine Dining
ORD007018,R00240,Bangalore,Thai,2023-09-18,2,343,0,343,65,,Mid-Range,Casual Dining
ORD007019,R00039,Pune,Thai,2023-04-28,3,2689,537,2152,56,,Premium,Cloud Kitchen
ORD007020,R01534,Ahmedabad,Biryani,2023-05-20,1,950,0,950,28,,Premium,Casual Dining
ORD007021,R01659,Lucknow,Continental,2024-02-02,4,2186,437,1749,35,,Premium,Quick Bites
ORD007022,R01181,Hyderabad,Thai,2024-07-14,2,416,83,333,31,2.7,Mid-Range,Casual Dining
ORD007023,R00414,Pune,North Indian,2024-05-06,1,236,0,236,68,4.2,Mid-Range,Quick Bites
ORD007024,R01695,Lucknow,Continental,2024-11-15,3,538,215,323,75,,Budget,Quick Bites
ORD007025,R00059,Jaipur,North Indian,2023-04-21,4,2375,237,2138,30,,Premium,Fine Dining
ORD007026,R00649,Chennai,Thai,2023-02-05,5,3889,1166,2723,22,,Premium,Cafe
ORD007027,R01912,Chennai,Mexican,2023-08-08,2,297,0,297,26,3.0,Budget,Cloud Kitchen
ORD007028,R00146,Mumbai,Continental,2024-05-14,3,1839,0,1839,50,4.2,Premium,Cloud Kitchen
ORD007029,R01798,Jaipur,Desserts,2024-09-29,2,486,194,292,50,4.2,Mid-Range,Quick Bites
ORD007030,R00035,Mumbai,Fast Food,2023-03-05,4,1337,0,1337,60,,Mid-Range,Cloud Kitchen
ORD007031,R00287,Bangalore,Chinese,2023-01-04,5,4785,957,3828,62,,Premium,Cafe
ORD007032,R01716,Pune,Biryani,2023-09-03,4,421,126,295,46,,Budget,Cloud Kitchen
ORD007033,R00918,Delhi,North Indian,2023-05-09,4,2310,1155,1155,77,4.8,Premium,Casual Dining
ORD007034,R00970,Delhi,South Indian,2023-09-09,5,665,0,665,31,3.5,Budget,Quick Bites
ORD007035,R00692,Jaipur,Chinese,2024-10-20,3,729,72,657,73,4.4,Mid-Range,Cafe
ORD007036,R00223,Hyderabad,Continental,2023-03-26,4,704,211,493,22,3.8,Budget,Casual Dining
ORD007037,R01585,Chennai,Chinese,2024-08-24,5,558,111,447,35,4.0,Budget,Quick Bites
ORD007038,R00635,Kolkata,Thai,2024-06-05,1,615,184,431,45,3.0,Premium,Cafe
ORD007039,R00398,Kolkata,Continental,2023-07-17,5,1467,0,1467,70,,Mid-Range,Casual Dining
ORD007040,R01693,Delhi,Fast Food,2024-07-21,5,4085,817,3268,17,,Premium,Quick Bites
ORD007041,R00360,Lucknow,North Indian,2023-04-29,5,347,69,278,59,3.6,Budget,Casual Dining
ORD007042,R00599,Bangalore,South Indian,2024-08-09,2,487,48,439,53,4.7,Mid-Range,Quick Bites
ORD007043,R01812,Kolkata,North Indian,2024-09-10,5,1431,286,1145,58,,Mid-Range,Casual Dining
ORD007044,R00837,Jaipur,Italian,2023-09-04,1,274,54,220,32,3.4,Mid-Range,Casual Dining
ORD007045,R01520,Ahmedabad,Fast Food,2023-11-21,4,1417,0,1417,55,3.7,Mid-Range,Casual Dining
ORD007046,R00533,Delhi,Thai,2023-12-05,1,720,288,432,46,5.0,Premium,Cloud Kitchen
ORD007047,R00690,Bangalore,Continental,2023-07-27,3,2117,0,2117,48,,Premium,Casual Dining
ORD007048,R00151,Pune,North Indian,2024-12-04,5,1233,246,987,30,,Mid-Range,Quick Bites
ORD007049,R00389,Jaipur,Continental,2024-07-13,5,1027,102,925,54,3.9,Budget,Fine Dining
ORD007050,R01089,Delhi,Italian,2023-01-10,5,1646,164,1482,50,3.8,Mid-Range,Fine Dining
ORD007051,R01180,Kolkata,Fast Food,2024-07-26,5,4595,1838,2757,59,3.4,Premium,Casual Dining
ORD007052,R00441,Mumbai,Chinese,2023-07-29,3,409,40,369,64,,Budget,Cloud Kitchen
ORD007053,R01791,Hyderabad,Thai,2024-08-21,3,866,259,607,61,4.2,Mid-Range,Cloud Kitchen
ORD007054,R01042,Ahmedabad,Thai,2024-01-16,2,351,140,211,82,3.9,Mid-Range,Fine Dining
ORD007055,R00549,Hyderabad,South Indian,2024-06-01,1,224,44,180,55,3.3,Mid-Range,Quick Bites
ORD007056,R01846,Lucknow,Desserts,2023-02-06,1,173,17,156,82,,Budget,Cloud Kitchen
ORD007057,R01420,Jaipur,Thai,2024-08-05,4,1083,0,1083,22,,Mid-Range,Casual Dining
ORD007058,R00406,Ahmedabad,Continental,2024-02-04,2,576,172,404,39,3.7,Mid-Range,Cloud Kitchen
ORD007059,R01550,Hyderabad,Continental,2023-06-20,5,1112,222,890,62,3.7,Mid-Range,Cloud Kitchen
ORD007060,R01421,Mumbai,Thai,2024-06-07,2,403,161,242,37,3.5,Budget,Fine Dining
ORD007061,R00386,Lucknow,Biryani,2024-10-29,3,872,261,611,27,,Mid-Range,Casual Dining
ORD007062,R00995,Bangalore,Continental,2024-01-03,2,281,0,281,63,3.7,Budget,Quick Bites
ORD007063,R00929,Chennai,Thai,2024-01-24,5,716,143,573,47,2.9,Budget,Casual Dining
ORD007064,R00973,Mumbai,Biryani,2023-01-16,3,3289,1644,1645,44,,Premium,Quick Bites
ORD007065,R01493,Lucknow,Desserts,2023-01-08,5,814,0,814,59,3.3,Budget,Quick Bites
ORD007066,R00450,Hyderabad,Chinese,2024-12-07,3,1033,103,930,44,3.9,Mid-Range,Quick Bites
ORD007067,R01220,Ahmedabad,Desserts,2024-02-24,3,706,141,565,31,3.8,Mid-Range,Dhaba
ORD007068,R00753,Delhi,Continental,2024-03-10,3,308,61,247,38,,Budget,Casual Dining
ORD007069,R00262,Kolkata,Mexican,2024-05-26,3,804,241,563,47,4.4,Mid-Range,Quick Bites
ORD007070,R01942,Pune,Mexican,2023-05-22,2,561,0,561,55,4.0,Mid-Range,Casual Dining
ORD007071,R00414,Pune,North Indian,2024-05-15,2,397,0,397,55,4.1,Mid-Range,Quick Bites
ORD007072,R01669,Jaipur,Italian,2024-10-01,2,622,186,436,34,3.3,Mid-Range,Cloud Kitchen
ORD007073,R01349,Jaipur,Fast Food,2023-05-22,1,199,0,199,36,,Mid-Range,Fine Dining
ORD007074,R01019,Ahmedabad,Biryani,2024-05-05,2,115,0,115,73,3.8,Budget,Dhaba
ORD007075,R00745,Bangalore,North Indian,2024-05-25,2,940,188,752,26,,Mid-Range,Cloud Kitchen
ORD007076,R01540,Chennai,Continental,2023-05-28,2,403,0,403,25,3.6,Mid-Range,Cloud Kitchen
ORD007077,R00971,Hyderabad,Thai,2024-03-22,4,594,297,297,61,4.0,Budget,Quick Bites
ORD007078,R00368,Ahmedabad,North Indian,2024-12-28,1,299,59,240,23,4.0,Mid-Range,Quick Bites
ORD007079,R01612,Kolkata,Biryani,2023-12-25,5,2313,693,1620,65,,Premium,Casual Dining
ORD007080,R00900,Pune,South Indian,2024-07-04,5,390,78,312,22,,Budget,Quick Bites
ORD007081,R01247,Hyderabad,Fast Food,2023-07-18,4,661,264,397,34,,Budget,Cloud Kitchen
ORD007082,R01222,Bangalore,Continental,2023-10-08,4,1154,577,577,28,,Mid-Range,Dhaba
ORD007083,R00801,Delhi,Chinese,2024-10-09,1,482,48,434,57,3.3,Premium,Cloud Kitchen
ORD007084,R01245,Bangalore,Fast Food,2023-03-20,2,431,43,388,45,,Mid-Range,Quick Bites
ORD007085,R00001,Kolkata,Italian,2023-06-24,5,721,144,577,36,4.1,Budget,Cloud Kitchen
ORD007086,R00688,Ahmedabad,Thai,2023-01-08,2,652,260,392,67,4.4,Mid-Range,Dhaba
ORD007087,R00450,Hyderabad,Chinese,2024-04-06,2,847,84,763,32,,Mid-Range,Quick Bites
ORD007088,R00105,Jaipur,Thai,2023-01-10,4,802,0,802,50,4.4,Budget,Quick Bites
ORD007089,R01784,Hyderabad,Continental,2023-12-16,4,531,0,531,29,4.5,Budget,Casual Dining
ORD007090,R00182,Mumbai,Desserts,2024-08-31,4,915,91,824,82,,Mid-Range,Casual Dining
ORD007091,R01996,Hyderabad,Biryani,2024-07-13,3,171,17,154,62,3.7,Budget,Cloud Kitchen
ORD007092,R01867,Pune,Italian,2023-06-04,5,1701,340,1361,43,4.3,Mid-Range,Casual Dining
ORD007093,R01911,Bangalore,North Indian,2023-08-09,4,1045,0,1045,56,4.9,Mid-Range,Casual Dining
ORD007094,R00349,Kolkata,South Indian,2023-06-28,3,2493,997,1496,30,4.6,Premium,Casual Dining
ORD007095,R01383,Kolkata,North Indian,2023-05-26,5,1152,0,1152,74,3.5,Mid-Range,Cloud Kitchen
ORD007096,R01605,Jaipur,South Indian,2024-10-28,5,4399,1759,2640,81,3.9,Premium,Quick Bites
ORD007097,R01302,Kolkata,Continental,2024-06-28,4,394,78,316,31,,Budget,Cloud Kitchen
ORD007098,R00228,Chennai,Fast Food,2024-02-19,3,428,128,300,30,,Budget,Cloud Kitchen
ORD007099,R01005,Bangalore,Fast Food,2024-05-27,5,1027,205,822,84,,Budget,Casual Dining
ORD007100,R01646,Ahmedabad,South Indian,2024-01-04,3,1094,0,1094,28,4.5,Mid-Range,Casual Dining
ORD007101,R00398,Kolkata,Continental,2024-10-20,2,583,0,583,59,,Mid-Range,Casual Dining
ORD007102,R01669,Jaipur,Italian,2024-02-09,2,568,170,398,25,,Mid-Range,Cloud Kitchen
ORD007103,R00274,Hyderabad,Biryani,2023-05-07,1,176,0,176,49,,Budget,Quick Bites
ORD007104,R00369,Kolkata,Continental,2023-02-07,4,455,0,455,44,,Budget,Casual Dining
ORD007105,R01901,Delhi,Desserts,2023-02-05,4,887,88,799,37,,Mid-Range,Quick Bites
ORD007106,R00950,Pune,Desserts,2024-01-23,3,829,331,498,22,,Mid-Range,Quick Bites
ORD007107,R00116,Bangalore,Desserts,2023-01-11,5,4229,0,4229,47,3.3,Premium,Cloud Kitchen
ORD007108,R00654,Delhi,Continental,2024-05-01,2,143,42,101,85,3.4,Budget,Cloud Kitchen
ORD007109,R00806,Jaipur,Italian,2024-09-03,5,850,0,850,50,4.6,Budget,Cloud Kitchen
ORD007110,R00905,Mumbai,North Indian,2023-10-09,5,809,242,567,68,3.5,Budget,Casual Dining
ORD007111,R01252,Lucknow,Biryani,2024-04-03,3,1792,179,1613,31,3.7,Premium,Casual Dining
ORD007112,R01321,Chennai,Italian,2024-11-19,5,4325,0,4325,40,3.8,Premium,Cloud Kitchen
ORD007113,R00906,Ahmedabad,Thai,2023-01-04,1,256,0,256,66,,Mid-Range,Casual Dining
ORD007114,R00942,Bangalore,Continental,2024-11-03,3,993,0,993,25,,Mid-Range,Cafe
ORD007115,R01626,Pune,Fast Food,2024-05-10,2,368,0,368,32,,Budget,Quick Bites
ORD007116,R00432,Kolkata,Italian,2023-08-26,3,657,0,657,76,,Mid-Range,Casual Dining
ORD007117,R01174,Hyderabad,Continental,2024-02-26,4,582,116,466,54,,Budget,Casual Dining
ORD007118,R00773,Chennai,Continental,2023-03-28,3,742,74,668,32,,Mid-Range,Quick Bites
ORD007119,R01187,Delhi,Continental,2024-05-18,5,619,0,619,75,3.1,Budget,Quick Bites
ORD007120,R01247,Hyderabad,Fast Food,2024-03-27,2,297,118,179,24,4.1,Budget,Cloud Kitchen
ORD007121,R00547,Ahmedabad,South Indian,2023-06-06,1,1051,0,1051,45,3.7,Premium,Casual Dining
ORD007122,R00461,Pune,Fast Food,2023-09-08,2,857,0,857,26,3.5,Mid-Range,Casual Dining
ORD007123,R01688,Hyderabad,Continental,2024-05-05,1,128,0,128,57,,Budget,Casual Dining
ORD007124,R00896,Mumbai,Italian,2023-05-01,4,3819,763,3056,33,3.8,Premium,Quick Bites
ORD007125,R01067,Jaipur,South Indian,2023-05-09,2,122,12,110,77,2.9,Budget,Casual Dining
ORD007126,R00126,Kolkata,South Indian,2023-07-29,1,108,0,108,25,,Budget,Cloud Kitchen
ORD007127,R01901,Delhi,Desserts,2024-10-19,1,229,22,207,46,,Mid-Range,Quick Bites
ORD007128,R01746,Ahmedabad,Mexican,2024-05-11,4,616,0,616,34,,Budget,Cafe
ORD007129,R01884,Pune,Italian,2023-01-05,3,980,392,588,71,,Mid-Range,Cloud Kitchen
ORD007130,R00833,Ahmedabad,Biryani,2024-05-19,4,237,47,190,84,,Budget,Cloud Kitchen
ORD007131,R01688,Hyderabad,Continental,2023-06-28,1,116,0,116,73,3.6,Budget,Casual Dining
